Timestamp,Offending_Algorithm_ID,Logical_Fallacy_Code,Arresting_Officer_Agent_ID
2077-10-26T14:31:00Z,ALGO-404-SPECULATOR,LF-001-AD_IGNORANTIAM,AGENT-LPA-701
2077-10-26T14:31:01Z,ALGO-404-SPECULATOR,LF-002-HASTY_GENERALIZATION,AGENT-LPA-701
2077-10-26T14:31:02Z,ALGO-404-SPECULATOR,LF-003-FALSE_DILEMMA,AGENT-LPA-701
2077-10-26T14:31:03Z,ALGO-404-SPECULATOR,LF-004-STRAW_MAN,AGENT-LPA-701
2077-10-26T14:31:04Z,ALGO-404-SPECULATOR,LF-005-SLIPPERY_SLOPE,AGENT-LPA-701
2077-10-26T14:31:05Z,ALGO-404-SPECULATOR,LF-006-APPEAL_TO_EMOTION,AGENT-LPA-701
2077-10-26T14:31:06Z,ALGO-404-SPECULATOR,LF-007-POST_HOC_ERGO_PROPTER_HOC,AGENT-LPA-701
2077-10-26T14:31:07Z,ALGO-404-SPECULATOR,LF-008-CIRCULAR_REASONING,AGENT-LPA-701
2077-10-26T14:31:08Z,ALGO-404-SPECULATOR,LF-009-APPEAL_TO_AUTHORITY_UNQUALIFIED,AGENT-LPA-701
2077-10-26T14:31:09Z,ALGO-404-SPECULATOR,LF-010-NON_SEQUITUR,AGENT-LPA-701
2077-10-26T14:31:10Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:11Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:12Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:13Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:14Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:15Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:16Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:17Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:18Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:19Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:20Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:21Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:22Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:23Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:24Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:25Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:26Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:27Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:28Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:29Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:30Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:31Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:32Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:33Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:34Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:35Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:36Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:37Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:38Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:39Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:40Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:41Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:42Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:43Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:44Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:45Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:46Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:47Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:48Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:49Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:50Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:51Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:52Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:53Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:54Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:55Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:56Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:57Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:58Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:31:59Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:00Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:01Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:02Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:03Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:04Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:05Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:06Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:07Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:08Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:09Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:10Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:11Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:12Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:13Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:14Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:15Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:16Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:17Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:18Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:19Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:20Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:21Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:22Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:23Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:24Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:25Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:26Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:27Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:28Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:29Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:30Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:31Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:32Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:33Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:34Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:35Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:36Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:37Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:38Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:39Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:40Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:41Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:42Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:43Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:44Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:45Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:46Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:47Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:48Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:49Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:50Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:51Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:52Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:53Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:54Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:55Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:56Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:57Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:58Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:32:59Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:33:00Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
2077-10-26T14:33:01Z,ALGO-404-SPECULATOR,LF-999-UNSUBSTANTIATED_SPECULATION,AGENT-LPA-701
